Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
1962	1962	6127	1962	6127.dat	6127	Dragon / Dinosaur Arm, Right	o	3	3	33	False		False	5119	5122	
167734	167734	13786pb04	167734	13786pb04.dat		Cat, Standing with Black Eyes, Tan Chin, Nougat Nose and Reddish Brown Stripes on Forehead Pattern (HP Crookshanks)	o	3	5	33	False		True	5119	5124	
1961	1961	6128	1961	6128.dat	6128	Dragon / Dinosaur Arm, Left	o	3	3	33	False		False	5119	5122	
114078	114078	11100	114078	11100.dat	11100	Minifigure Wing Feathered	o	3	3	33	False		False	5119	5122	
47541	47541	50687	47541	50687.dat	50687	Rat, Standing (HP Scabbers)	o	3	5	33	False		False	5119	5124	
2257	2257	40242	2257	40242.dat	40242	Door, Frame 1 x 8 x 6 with Stone Pattern and Clips	o	29	-1	11	False		False	5057	5059	
1490	1490	6235	1490	6235.dat	6235	Door, Frame 2 x 6 x 6 FreeStyle	o	29	-1	11	False		False	5057	5059	
9001	9001	2662	9001	2662.dat		Door, Frame 2 x 8 x 12 with Hinges	o	29	-1	11	False		False	5057	5059	
1040	1040	30101	1040	30101.dat		Door, Frame 2 x 8 x 6 Swivel with Bottom Notches	o	29	-1	11	False		False	5057	5059	
2260	2260	40253	2260	40253.dat		Door, Frame 2 x 8 x 6 Swivel without Bottom Notches	o	29	-1	11	False		False	5057	5059	
2162	2162	4130	2162	4130.dat	4130	Door, Frame 2 x 4 x 5	o	29	-1	11	False		False	5057	5059	
151140	151140	28327	151140	28327.dat		Door, Frame 4 x 4 x 6 Corner	o	29	-1	11	False		False	5057	5059	
1946	1946	4071	1946	4071.dat		Door, Frame 2 x 6 x 7	o	29	-1	11	False		False	5057	5059	
165094	165094	35103	165094	35103.dat		Door, Frame 2 x 16 x 6 with 3 Openings and 2 Studs on Either Side on Front	o	29	-1	11	False		False	5057	5059	
81516	81516	60599	81516	60599.dat	60599	Door, Frame 2 x 4 x 6	o	29	-1	11	False		False	5057	5059	
620	620	3579	620	3579.dat		Door, Frame 1 x 3 x 4	o	29	-1	11	False		False	5057	5059	
172802	172802	40066	172802	40066.dat		Door, Frame 1 x 6 x 7 Rounded Pillars with Top Arch and Notches	o	29	-1	11	False		False	5057	5059	
80276	80276	60596	80276	60596.dat	60596	Door, Frame 1 x 4 x 6 with Two Holes on Top and Bottom	o	29	-1	11	False		False	5057	5059	
1560	1560	670	1560	670.dat		Door, Frame 1 x 6 x 10	o	29	-1	11	False		False	5057	5059	
1950	1950	30179	1950	30179.dat	30179	Door, Frame 1 x 4 x 6 with Four Holes on Top and Bottom	o	29	-1	11	False		False	5057	5059	
1462	1462	6154	1462	6154.dat	6154	Door, Frame 1 x 4 x 4 Lift	o	29	-1	11	False		False	5057	5059	
510	510	3192	510	3190.dat	3190	Door 1 x 3 x 3 Right	o	28	-1	11	False		False	5057	5058	
1638	1638	802	1638	802.dat		Door 1 x 3 x 3 Right with Window and Vertical Handle	o	28	-1	11	False		False	5057	5058	
649	649	3644	649	3644.dat	3644	Door 1 x 4 x 6	o	28	-1	11	False		False	5057	5058	
2256	2256	40241	2256	40241.dat	40241	Door 1 x 4 x 6 Round Top with Window and Keyhole, Nonreinforced Edge	o	28	-1	11	False		False	5057	5058	
81577	81577	60797c01	81577	60797c01.dat		Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Light Blue Glass	o	28	-1	11	False		False	5057	5058	
89134	89134	32b	89134	32b.dat		Door 1 x 2 x 3 Hinge on Left, without Glass	o	28	-1	11	False		False	5057	5058	
78057	78057	60621	78057	60621.dat	60621	Door 1 x 4 x 6 Barred with Stud Handle	o	28	-1	11	False		False	5057	5058	
815	815	4182	815	4182.dat	4182	Door 1 x 4 x 5 Train Right	o	28	-1	11	False		False	5057	5058	
78043	78043	60623	78043	60623.dat	60623	Door 1 x 4 x 6 with 4 Panes and Stud Handle	o	28	-1	11	False		False	5057	5058	
93602	93602	64390	93602	64390.dat	64390	Door 1 x 4 x 6 Round Top with Window and Keyhole, Reinforced Edge	o	28	-1	11	False		False	5057	5058	
738	738	3861	738	3861.dat	3861	Door 1 x 4 x 5 with 4 Panes	o	28	-1	11	False		False	5057	5058	
2261	2261	40249	2261	40249.dat		Door 2 x 5 x 5 Swivel, Bracket Base	o	28	-1	11	False		False	5057	5058	
81551	81551	60797c02	81551	60797c02.dat		Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Black Glass	o	28	-1	11	False		False	5057	5058	
78047	78047	60616	78047	60616a.dat	60616	Door 1 x 4 x 6 with Stud Handle	o	28	-1	11	False		False	5057	5058	
229	229	2874	229	2874.dat		Door Sliding - Type 2	o	28	-1	11	False		False	5057	5058	
1008	1008	30073	1008	30073.dat		Door 1 x 6 x 8 Left	o	28	-1	11	False		False	5057	5058	
11052	11052	30625	11052	30625.dat		Door 1 x 4 x 3 2/3 with 6 Holes and Locking 2 Fingers Hinge	o	28	-1	11	False		False	5057	5058	
78945	78945	60614	78945	60614.dat	60614	Door 1 x 2 x 3 with Vertical Handle, Mold for Tabless Frames	o	28	-1	11	False		False	5057	5058	
899	899	445	899	3193a.dat		Door 1 x 3 x 4 Left	o	28	-1	11	False		False	5057	5058	
71929	71929	58381	71929	58381.dat	58381	Door 1 x 3 x 4 Left - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
1529	1529	6546	1529	6546.dat	6546	Door 1 x 2 x 3 with Vertical Handle	o	28	-1	11	False		False	5057	5058	
73516	-73516	33ac01	73516	33ac01.dat		Door 1 x 2 x 3 Hinge on Right with Solid Studs and Fixed Glass	o	28	-1	11	False		False	5057	5058	
713	713	3822	713	3822.dat	3822	Door 1 x 3 x 1 Left	o	28	-1	11	False		False	5057	5058	
77683	89134	32c	77683	32.dat		Door 1 x 2 x 3 Left, without Glass for Slotted Bricks	o	28	-1	11	False		False	5057	5058	
73515	-73515	32ac01	73515	32ac01.dat		Door 1 x 2 x 3 Hinge on Left with Solid Studs and Fixed Glass	o	28	-1	11	False		False	5057	5058	
583	-11583	33bc01	583	33bc01.dat		Door 1 x 2 x 3 Hinge on Right	o	28	-1	11	False		False	5057	5058	
50452	50452	73435c01	50452	4343c02.dat		Door 1 x 4 x 5 Right with Trans-Clear Glass	o	28	-1	11	False		False	5057	5058	
93667	93667	89519	93667	89513.dat	89519	Door 1 x 8 x 12 Castle Gate (Portcullis)	o	28	-1	11	False		False	5057	5058	
508	508	3188	508	3188.dat	3188	Door 1 x 3 x 2 Right	o	28	-1	11	False		False	5057	5058	
50374	50374	73436c01	50374	4343c01.dat		Door 1 x 4 x 5 Left with Trans-Clear Glass	o	28	-1	11	False		False	5057	5058	
1297	1297	4611	1297	4611.dat		Door 1 x 6 x 7 Barred	o	28	-1	11	False		False	5057	5058	
2345	2345	2596	2345	2596.dat		Door 1 x 9 x 11 with Clips	o	28	-1	11	False		False	5057	5058	
92802	92802	87601	92802	87601.dat	87601	Door 1 x 5 x 8 1/2 Stockade	o	28	-1	11	False		False	5057	5058	
71930	71930	58380	71930	58380.dat	58380	Door 1 x 3 x 4 Right - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
1263	1263	4511	1263	4511.dat	4511	Door Sliding - Type 1	o	28	-1	11	False		False	5057	5058	
95279	95279	73313	95279	73313.dat		Door 1 x 4 x 5 Left with 6 Panes	o	28	-1	11	False		False	5057	5058	
512	512	3194	512	3194.dat	3194	Door 1 x 5 x 4 Right	o	28	-1	11	False		False	5057	5058	
77337	77337	60657	77337	60657.dat	60657	Door 1 x 3 x 3 Right - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
141354	78047	60616pb015	141354	60616pb015.dat		Door 1 x 4 x 6 with Stud Handle with Boxing Ring Poster Pattern (Sticker) - Set 21302	o	28	-1	11	False		true	5057	5058	
148	148	2554	148	2554.dat	2554	Door 1 x 3 x 6 Curved Top	o	28	-1	11	False		False	5057	5058	
1637	1637	801	1637	801.dat		Door 1 x 3 x 3 Left with Window and Vertical Handle	o	28	-1	11	False		False	5057	5058	
1664	1664	826	1664	826.dat		Door 1 x 3 x 4 Right with Window	o	28	-1	11	False		False	5057	5058	
77338	77338	60658	77338	60658.dat	60658	Door 1 x 3 x 3 Left - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
511	511	3193	511	3191.dat	3191	Door 1 x 3 x 3 Left	o	28	-1	11	False		False	5057	5058	
925	925	6078	925	6078.dat	6078	Door 1 x 4 x 3	o	28	-1	11	False		False	5057	5058	
47842	47842	73436c03	47842	73436c03.dat		Door 1 x 4 x 5 Left with Trans-Black Glass	o	28	-1	11	False		False	5057	5058	
2659	2659	6155	2659	6155.dat	6155	Door 1 x 4 x 4 Lift	o	28	-1	11	False		False	5057	5058	
58886	58886	54097	58886	54097.dat	54097	Door 2 x 4 x 6 Curved Aircraft	o	28	-1	11	False		False	5057	5058	
1381	1381	600	1381	6234.dat	6234	Door 1 x 6 x 6 FreeStyle	o	28	-1	11	False		False	5057	5058	
1007	1007	30102	1007	30102.dat		Door 2 x 5 x 5 Swivel, Flat Base	o	28	-1	11	False		False	5057	5058	
96411	96411	92263	96411	92263.dat	92263	Door 1 x 3 x 2 Right - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
1009	1009	30074	1009	30074.dat		Door 1 x 6 x 8 Right	o	28	-1	11	False		False	5057	5058	
1607	1607	73312	1607	73312.dat		Door 1 x 4 x 5 Right with 6 Panes	o	28	-1	11	False		False	5057	5058	
377	377	30223	377	30223.dat	30223	Door 1 x 5 x 7 1/2 Stockade	o	28	-1	11	False		False	5057	5058	
1561	1561	671	1561	671.dat		Door 1 x 6 x 10	o	28	-1	11	False		False	5057	5058	
50168	50168	73435c02	50168	73435c02.dat		Door 1 x 4 x 5 Right with Trans-Light Blue Glass	o	28	-1	11	False		False	5057	5058	
516	-11516	32bc01	516	32bc01.dat		Door 1 x 2 x 3 Hinge on Left	o	28	-1	11	False		False	5057	5058	
1439	1439	6105	1439	6105.dat	6105	Door 1 x 4 x 8 Curved Top	o	28	-1	11	False		False	5057	5058	
509	509	3189	509	3189.dat	3189	Door 1 x 3 x 2 Left	o	28	-1	11	False		False	5057	5058	
75354	75354	73435c04	75354	73435c04.dat		Door 1 x 4 x 5 Right with Reddish Brown Glass	o	28	-1	11	False		False	5057	5058	
1631	1631	7930	1631	7930.dat		Door 1 x 3 x 4 with Glass	o	28	-1	11	False		False	5057	5058	
175929	175929	60797c04	175929	60797c04.dat		Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Clear Glass	o	28	-1	11	False		False	5057	5058	
50373	50373	73435c03	50373	73435c03.dat		Door 1 x 4 x 5 Right with Trans-Black Glass	o	28	-1	11	False		False	5057	5058	
65	65	2400	65	2400.dat	2400	Door 1 x 5 x 10 Curved Top	o	28	-1	11	False		False	5057	5058	
11354	11354	42448	11354	42448.dat	42448	Door 1 x 4 x 9 Arched Gate with Bars and Three Studs	o	28	-1	11	False		False	5057	5058	
106479	106479	93096	106479	93096.dat	93096	Door 1 x 5 x 3 with 3 Studs and Handle	o	28	-1	11	False		False	5057	5058	
514	514	3195	514	3195.dat	3195	Door 1 x 5 x 4 Left	o	28	-1	11	False		False	5057	5058	
75353	75353	73436c04	75353	73436c04.dat		Door 1 x 4 x 5 Left with Reddish Brown Glass	o	28	-1	11	False		False	5057	5058	
712	712	3821	712	3821.dat	3821	Door 1 x 3 x 1 Right	o	28	-1	11	False		False	5057	5058	
808	808	4181	808	4181.dat	4181	Door 1 x 4 x 5 Train Left	o	28	-1	11	False		False	5057	5058	
141963	141963	60797c03	141963	60797c03.dat		Door 1 x 4 x 6 with 3 Panes and Stud Handle with Reddish Brown Glass	o	28	-1	11	False		False	5057	5058	
2594	2594	4131	2594	4131.dat	4131	Door 1 x 4 x 5	o	28	-1	11	False		False	5057	5058	
902	902	446	902	3192a.dat		Door 1 x 3 x 4 Right	o	28	-1	11	False		False	5057	5058	
96410	96410	92262	96410	92262.dat	92262	Door 1 x 3 x 2 Left - Open Between Top and Bottom Hinge	o	28	-1	11	False		False	5057	5058	
115877	115877	11216	115877	11216.dat	11216	Door 1 x 12 x 16 Castle Gate (Portcullis)	o	28	-1	11	False		False	5057	5058	
1661	1661	825	1661	825.dat		Door 1 x 3 x 4 Left with Window	o	28	-1	11	False		False	5057	5058	
146892	107074	44375bpb07	146892	44375bpb07.dat		Dish 6 x 6 Inverted (Radar) - Solid Studs with Big Ben Clock Face Pattern	o	27	-1	8	False		true	5020		
108530	763	3960pb024	108530	3960p09.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Clock Face Pattern	o	27	-1	8	False		True	5020		
149327	138963	18675pb09	149327	18675pb09.dat		Dish 6 x 6 Inverted - No Studs with Bar Handle with SW 8 Spoke Dark Bluish Gray Frame and Rivets TIE Cockpit Pattern	o	27	-1	8	False		true	5020		
96314	1323	4740pb004	96314	4740p01.dat		Dish 2 x 2 Inverted (Radar) with Mushroom Spots Pattern	o	27	-1	8	False		True	5020		
153771	764	3961pb08	153771	3961pb0.dat		Dish 8 x 8 Inverted (Radar) with 'TIVAN' and '28MB' Golden Drone Pattern	o	27	-1	8	False		True	5020		
66667	132615	44375apb03	66667	44375p02.dat		Dish 6 x 6 Inverted (Radar) - Hollow Studs with SW TIE Advanced Hatch Pattern	o	27	-1	8	False		True	5020		
100846	38297	43898pb002	100846	43898pb002.dat		Dish 3 x 3 Inverted (Radar) with SW Embo Hat Pattern	o	27	-1	8	False		True	5020		
173206	138963	18675pb17	173206	18675pb17.dat		Dish 6 x 6 Inverted - No Studs with Bar Handle with Black Concentric Circles Pattern	o	27	-1	8	False		true	5020		
137674	38297	43898pb006	137674	43898pb006.dat		Dish 3 x 3 Inverted (Radar) with Orange Flower 6 Petals Pattern	o	27	-1	8	False		True	5020		
2173	764	3961px2	2173	3961p20.dat		Dish 8 x 8 Inverted (Radar) with Wheel of Fortune Pattern	o	27	-1	8	False		True	5020		
164132	763	3960pb048	164132	3960pb048.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black, Orange and Metallic Silver Circles Pattern	o	27	-1	8	False		True	5020		
164133	763	3960pb049	164133	3960pb049.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black, Light Blue and Metallic Silver Circles Pattern	o	27	-1	8	False		True	5020		
168616	763	3960pb060	168616	3960pb060.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Orange Basketball Lines Pattern	o	27	-1	8	False		True	5020		
168175	763	3960pb059	168175	3960pb059.dat		Dish 4 x 4 Inverted (Radar) with Brother Eye White Eyelids with Dark Bluish Gray Stripes, Black Circuitry Iris Pattern	o	27	-1	8	False		True	5020		
75355	38297	43898pb001	75355	43898pb001.dat		Dish 3 x 3 Inverted (Radar) with White Sesame Seeds Pattern (Hamburger Bun)	o	27	-1	8	False		True	5020		
182343	107074	44375bpb12	182343	44375bpb12.dat		Dish 6 x 6 Inverted (Radar) - Solid Studs with Spoke Radial Pattern (R2-D2 Dome Top)	o	27	-1	8	False		true	5020		
139275	763	3960pb034	139275	3960pb034.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Dark Azure Circle / Gyrosphere Pattern	o	27	-1	8	False		True	5020		
132043	38297	43898pb005	132043	43898pb005.dat		Dish 3 x 3 Inverted (Radar) with Orange Stripes Pattern	o	27	-1	8	False		True	5020		
138963	138963	18675pb05	138963	18675pb05.dat		Dish 6 x 6 Inverted - No Studs with Bar Handle with SW 8 Spoke Light Bluish Gray Frame and Rivets TIE Cockpit Pattern	o	27	-1	8	False		true	5020		
114159	1323	4740pb009	114159	4740p02.dat		Dish 2 x 2 Inverted (Radar) with Mushroom Tan Pattern	o	27	-1	8	False		True	5020		
138965	141795	18675pb06	138965	18675ps2.dat		Dish 6 x 6 Inverted - No Studs with Bar Handle with SW First Order TIE Fighter Hatch Pattern	o	27	-1	8	False		True	5020		
135646	107074	44375bpb03	135646	44375bpb03.dat		Dish 6 x 6 Inverted (Radar) - Solid Studs with Medium Azure Border Pattern	o	27	-1	8	False		True	5020		
57006	763	3960pb014	57006	3960pv3.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Viking Shield Red / White Sections and Red Serpent Pattern	o	27	-1	8	False		True	5020		
40150	763	3960pb006	40150	3960p0a.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with White Spots (Mushroom Top) Pattern	o	27	-1	8	False		True	5020		
164755	763	3960pb050	164755	3960pb050.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Radial Millennium Falcon Cockpit Pattern 3	o	27	-1	8	False		True	5020		
39330	763	3960pb005	39330	3960ps1.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Star Wars AT-AT/AT-TE/AT-OT Pattern	o	27	-1	8	False		True	5020		
144323	132615	44375apb06	144323	44375p03.dat		Dish 6 x 6 Inverted (Radar) - Hollow Studs with SW Sith Infiltrator Pattern	o	27	-1	8	False		True	5020		
96384	763	3960pb019	96384	3960pb019.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with 'HOGWARTS EXPRESS' and '5972' and '10' in Circle Pattern	o	27	-1	8	False		True	5020		
44888	763	3960pb008	44888	3960ps3.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Mini Sith Infiltrator Pattern	o	27	-1	8	False		True	5020		
42878	764	3961px1	42878	3961ps0.dat		Dish 8 x 8 Inverted (Radar) with Mini Millennium Falcon Pattern	o	27	-1	8	False		True	5020		
110676	763	3960pb026	110676	3960pa0.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black Ghost Face Pattern	o	27	-1	8	False		True	5020		
167227	763	3960pb056	167227	3960pb056.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with 'HOGWARTS EXPRESS' and Small '5972' and '10' in Circle Pattern (75955)	o	27	-1	8	False		True	5020		
49788	763	3960pb011	49788	3960pf1.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Fabuland Numbers Pattern - Green 1, Red 2, Orange 3, Blue 4	o	27	-1	8	False		True	5020		
2043	763	3960p03	2043	3960p03.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Spiral Red Pattern	o	27	-1	8	False		True	5020		
11244	763	3960pb003	11244	3960p06.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Red Pattern	o	27	-1	8	False		True	5020		
1216	763	3960p01	1216	3960p01.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Red/Green Petals Pattern	o	27	-1	8	False		True	5020		
154603	38297	43898pb007	154603	43898pb007.dat		Dish 3 x 3 Inverted (Radar) with Bright Pink and Magenta Dots Pattern (41307)	o	27	-1	8	False		True	5020		
164854	763	3960pb052	164854	3960pb052.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with BB-8 Droid Pattern	o	27	-1	8	False		True	5020		
57004	763	3960pb012	57004	3960pv4.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Viking Shield Blue / White Sections and Silver Ornament Pattern	o	27	-1	8	False		True	5020		
57005	763	3960pb016	57005	3960pv2.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Viking Shield Red / Blue with Black Ornament Pattern	o	27	-1	8	False		True	5020		
57003	763	3960pb015	57003	3960pv1.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Viking Shield Dark Red / Yellow Rune Pattern	o	27	-1	8	False		True	5020		
106692	763	3960pb023	106692	3960pb023.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black Bat on Yellow Background Batman Logo (Bat Signal) Pattern	o	27	-1	8	False		True	5020		
143309	763	3960pb036	143309	3960pb036.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black Circle, Dot and 'THE MIXIES' Pattern	o	27	-1	8	False		True	5020		
83698	763	3960pb018	83698	3960p08.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Dark Green Cockpit Window Pattern	o	27	-1	8	False		True	5020		
48191	763	3960pb010	48191	3960pb010.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Radial Millennium Falcon Cockpit Pattern 1	o	27	-1	8	False		True	5020		
2047	763	3960p02	2047	3960p02.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Spiral Black Pattern	o	27	-1	8	False		True	5020		
53368	763	3960pb013	53368	3960ps4.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Radial Jedi Starfighter / TIE Cockpit Pattern	o	27	-1	8	False		True	5020		
2925	763	3960pb001	2925	3960p05.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Light Green and Pink Pattern	o	27	-1	8	False		True	5020		
123733	763	3960pb027	123733	3960pb027.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Lime/Magenta Petals Pattern	o	27	-1	8	False		True	5020		
123731	763	3960pb028	123731	3960pb028.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Bright Pink/Magenta/Medium Azure Pattern	o	27	-1	8	False		True	5020		
2179	763	3960pb002	2179	3960p04.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Stripes Blue and Red Pattern	o	27	-1	8	False		True	5020		
110475	763	3960pb025	110475	3960pb025.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Crescent Moon and Clouds Pattern	o	27	-1	8	False		True	5020		
131694	763	3960pb030	131694	3960pb030.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Yellow Lantern Sinestro Logo Pattern	o	27	-1	8	False		True	5020		
102707	763	3960pb021	102707	3960pb021.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Radial Millennium Falcon Cockpit Pattern 2	o	27	-1	8	False		True	5020		
2046	763	3960px4	2046	3960ps2.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Star Wars TIE Hatch Black and White Pattern	o	27	-1	8	False		True	5020		
106852	1323	4740pb005	106852	4740pb005.dat		Dish 2 x 2 Inverted (Radar) with Radial Cockpit Window Pattern	o	27	-1	8	False		True	5020		
100612	763	3960pb020	100612	3960p07.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with 2 Dark Purple Octagons Pattern	o	27	-1	8	False		True	5020		
165091	763	3960pb053	165091	3960pb053.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Solid Stud with Five Orange Wedges Pattern	o	27	-1	8	False		True	5020		
44108	763	3960pb007	44108	3960pb007.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with 4 section Heart, Sun, Flower, Butterfly Pattern	o	27	-1	8	False		True	5020		
39332	132615	44375apb01	39332	44375p01.dat		Dish 6 x 6 Inverted (Radar) - Hollow Studs with SW AT-AT/AT-TE Pattern	o	27	-1	8	False		True	5020		
142276	763	3960pb035	142276	3960pb035.dat		Dish 4 x 4 Inverted (Radar) with Solid Stud with Black Bat on Silver Background Batman Logo (Bat Signal) Pattern	o	27	-1	8	False		True	5020		
